"HM_GL_IN_OR_RISK_CAT_COUNT_ID","HM_GL_IN_OVERSIGHT_REPORTS_ID","RISK_CATEGORY","RISK_CATEGORY_COUNT"
22956968,2714697,"Inclusion/Exclusion ",2
22956969,2714697,"Informed Consent Doc",2
22956970,2714697,"Investigational Prod",3
22956971,2714697,"Other",2
22956972,2714697,"Safety",1
22956973,2714697,"Site Qualifications",5
22912205,2714698,"Alliance Partner/Ven",2
22912206,2714698,"Data",1
22912207,2714698,"Essential Documents",3
22912208,2714698,"Investigational Prod",1
22912209,2714698,"Primary Objective(s)",1
22912210,2714698,"Site Qualifications",1
22954889,2714699,"Alliance Partner/Ven",1
22954890,2714699,"Data",3
22954891,2714699,"Essential Documents",2
22954892,2714699,"Informed Consent Doc",1
22954893,2714699,"Investigational Prod",2
22954894,2714699,"Safety",2
22954895,2714699,"Site Qualifications",1
22921113,2714700,"Alliance Partner/Ven",2
22921114,2714700,"Data",4
22921115,2714700,"Essential Documents",2
22921116,2714700,"Informed Consent Doc",1
22921117,2714700,"Investigational Prod",1
22921118,2714700,"Safety",2
22921119,2714700,"Site Qualifications",3
22920465,2714701,"Data",3
22920466,2714701,"Essential Documents",3
22920467,2714701,"Other",1
22920468,2714701,"Safety",1
22920469,2714701,"Site Qualifications",2
22934620,2714702,"Alliance Partner/Ven",2
22934621,2714702,"Data",6
22934622,2714702,"Essential Documents",2
22934623,2714702,"Safety",3
22934624,2714702,"Site Qualifications",1
22964314,2714703,"Informed Consent Doc",2
22964311,2714703,"Alliance Partner/Ven",1
22964312,2714703,"Data",7
22964313,2714703,"Essential Documents",3
22964315,2714703,"Investigational Prod",1
22964316,2714703,"Other",1
22964317,2714703,"Safety",1
22964318,2714703,"Site Qualifications",3
22949370,2714705,"Data",3
22949371,2714705,"Essential Documents",1
22949372,2714705,"Informed Consent Doc",1
22949373,2714705,"Site Qualifications",1
22951614,2714706,"Data",1
22951615,2714706,"Essential Documents",1
22951616,2714706,"Inclusion/Exclusion ",1
22951617,2714706,"Investigational Prod",2
22920113,2714707,"Data",5
22920114,2714707,"Site Qualifications",1
22911904,2714708,"Data",4
22911905,2714708,"Informed Consent Doc",1
22911906,2714708,"Safety",3
22958005,2714709,"Data",2
22958006,2714709,"Site Qualifications",2
22952944,2714713,"Alliance Partner/Ven",1
22952945,2714713,"Data",4
22952946,2714713,"Investigational Prod",1
22952947,2714713,"Safety",1
22952948,2714713,"Site Qualifications",1
22957925,2714714,"Data",2
22957926,2714714,"Essential Documents",3
22957927,2714714,"Investigational Prod",1
22957928,2714714,"Safety",2
22957929,2714714,"Site Qualifications",3
22922681,2714715,"Data",4
22922682,2714715,"Safety",1
22922683,2714715,"Site Qualifications",2
22965644,2714212,"Alliance Partner/Ven",1
22965645,2714212,"Safety",1
22941789,2714066,"Essential Documents",2
22927912,2714422,"Essential Documents",1
22916099,2714149,"Alliance Partner/Ven",1
22916100,2714149,"Data",1
22916101,2714149,"Informed Consent Doc",1
22916102,2714149,"Safety",1
22970187,2714491,"Alliance Partner/Ven",1
22970188,2714491,"Data",1
22968227,2714492,"Alliance Partner/Ven",1
22935505,2714493,"Essential Documents",1
22918810,2714494,"Alliance Partner/Ven",1
22918811,2714494,"Data",2
22965358,2714619,"Essential Documents",1
22914440,2714620,"Alliance Partner/Ven",1
22914441,2714620,"Data",1
22914442,2714620,"Site Qualifications",1
22951815,2714621,"Informed Consent Doc",1
22932990,2714625,"Data",1
22944336,2714091,"Alliance Partner/Ven",1
22944337,2714091,"Informed Consent Doc",2
22944338,2714091,"Investigational Prod",1
22967769,2714092,"Data",1
22967770,2714092,"Investigational Prod",1
22967771,2714092,"Other",1
22967772,2714092,"Safety",1
22967773,2714092,"Site Qualifications",2
22954233,2714101,"Data",1
22957344,2714059,"Data",1
22957345,2714059,"Safety",1
22910365,2714061,"Alliance Partner/Ven",1
22910366,2714061,"Informed Consent Doc",1
22910367,2714061,"Site Qualifications",1
22928448,2714586,"Data",5
22928449,2714586,"Essential Documents",3
22928450,2714586,"Inclusion/Exclusion ",1
22928451,2714586,"Informed Consent Doc",1
22928452,2714586,"Investigational Prod",1
22928453,2714586,"Site Qualifications",2
22939956,2714610,"Data",4
22939957,2714610,"Essential Documents",4
22939958,2714610,"Informed Consent Doc",2
22939959,2714610,"Investigational Prod",2
22939960,2714610,"Safety",3
22939961,2714610,"Site Qualifications",2
22963486,2713992,"Data",1
22963487,2713992,"Essential Documents",5
22959130,2713742,"Data",1
22943476,2714056,"Alliance Partner/Ven",1
22943477,2714056,"Data",1
22943478,2714056,"Safety",1
22959131,2713742,"Site Qualifications",2
22926192,2713740,"Data",1
22926193,2713740,"Essential Documents",1
22926194,2713740,"Informed Consent Doc",1
22926195,2713740,"Site Qualifications",1
22958796,2713741,"Safety",1
22958797,2713741,"Site Qualifications",1
22943435,2714754,"Data",1
22943436,2714754,"Essential Documents",2
22943437,2714754,"Site Qualifications",1
22907466,2714755,"Essential Documents",3
22907467,2714755,"Investigational Prod",1
22907468,2714755,"Site Qualifications",2
22951134,2714791,"Alliance Partner/Ven",1
22951135,2714791,"Essential Documents",3
22951136,2714791,"Safety",2
22951137,2714791,"Site Qualifications",1
22954652,2714792,"Alliance Partner/Ven",2
22954653,2714792,"Data",3
22954654,2714792,"Essential Documents",1
22954655,2714792,"Investigational Prod",1
22954656,2714792,"Safety",2
22954657,2714792,"Site Qualifications",2
22917714,2713623,"Data",1
22917715,2713623,"Investigational Prod",2
22917716,2713623,"Other",3
22917717,2713623,"Safety",1
22917718,2713623,"Site Qualifications",1
22908696,2713620,"Informed Consent Doc",1
22908697,2713620,"Investigational Prod",1
22917192,2713621,"Other",1
22917193,2713621,"Site Qualifications",1
22925357,2713622,"Safety",1
22909862,2713624,"Informed Consent Doc",1
22909863,2713624,"Other",1
22953539,2714582,"Data",1
22953540,2714582,"Essential Documents",1
22953541,2714582,"Informed Consent Doc",1
22923380,2714583,"Data",1
22923381,2714583,"Informed Consent Doc",1
22931665,2714584,"Data",2
22931666,2714584,"Essential Documents",1
22931667,2714584,"Investigational Prod",2
22931668,2714584,"Other",3
22931669,2714584,"Site Qualifications",1
22926640,2714484,"Alliance Partner/Ven",2
22926641,2714484,"Data",9
22926642,2714484,"Essential Documents",4
22926643,2714484,"Investigational Prod",1
22926644,2714484,"Safety",1
22926645,2714484,"Site Qualifications",2
22964031,2714485,"Data",3
22964032,2714485,"Essential Documents",2
22964033,2714485,"Safety",1
22964034,2714485,"Site Qualifications",2
22950737,2714504,"Data",3
22950738,2714504,"Essential Documents",2
22950739,2714504,"Informed Consent Doc",1
22950740,2714504,"Safety",1
22950741,2714504,"Site Qualifications",2
22969347,2714505,"Data",6
22969348,2714505,"Essential Documents",3
22969349,2714505,"Site Qualifications",1
22925652,2714512,"Data",3
22925653,2714512,"Essential Documents",7
22951028,2714513,"Data",4
22951029,2714513,"Essential Documents",1
22924783,2714637,"Alliance Partner/Ven",1
22924784,2714637,"Essential Documents",1
22912434,2714638,"Data",2
22948832,2714639,"Data",4
22948833,2714639,"Essential Documents",3
22948834,2714639,"Informed Consent Doc",2
22948835,2714639,"Other",1
22948836,2714639,"Safety",2
22920470,2714640,"Investigational Prod",1
22920471,2714640,"Other",1
22940529,2714280,"Data",10
22940530,2714280,"Essential Documents",3
22940531,2714280,"Informed Consent Doc",1
22940532,2714280,"Other",2
22940533,2714280,"Site Qualifications",1
22967656,2714293,"Alliance Partner/Ven",1
22967657,2714293,"Data",3
22967658,2714293,"Essential Documents",4
22967659,2714293,"Safety",1
22967660,2714293,"Site Qualifications",1
22950637,2714108,"Alliance Partner/Ven",1
22950638,2714108,"Data",3
22950639,2714108,"Essential Documents",1
22950640,2714108,"Site Qualifications",3
22954844,2714109,"Essential Documents",3
22948871,2713751,"Data",5
22948872,2713751,"Essential Documents",2
22938672,2713855,"Data",5
22938673,2713855,"Essential Documents",5
22910536,2714058,"Essential Documents",1
22910537,2714058,"Other",1
22910538,2714058,"Site Qualifications",1
22921843,2714949,"Data",1
22921844,2714949,"Essential Documents",3
22921845,2714949,"Informed Consent Doc",2
22921846,2714949,"Other",1
22921847,2714949,"Site Qualifications",3
22950240,2714808,"Alliance Partner/Ven",1
22950241,2714808,"Data",12
22950242,2714808,"Essential Documents",5
22950243,2714808,"Informed Consent Doc",1
22950244,2714808,"Safety",3
22950245,2714808,"Site Qualifications",3
22913821,2714809,"Data",1
22913822,2714809,"Essential Documents",1
22913823,2714809,"Informed Consent Doc",2
22913824,2714809,"Site Qualifications",2
22918652,2714875,"Data",2
22918653,2714875,"Other",1
22963445,2714438,"Essential Documents",2
22964767,2714174,"Site Qualifications",2
22909603,2714151,"Data and source docu",1
22948758,2714152,"Data and source docu",1
22953668,2714153,"Alliance Partner/Ven",2
22953669,2714153,"Data",2
22953670,2714153,"Other",3
22927570,2714195,"Data",2
22927571,2714195,"Essential Documents",2
22927572,2714195,"Site Qualifications",3
22938479,2714496,"Data",4
22938480,2714496,"Essential Documents",3
22938481,2714496,"Informed Consent Doc",1
22938482,2714496,"Other",2
22938483,2714496,"Site Qualifications",2
22948799,2714627,"Data",1
22948800,2714627,"Essential Documents",2
22948801,2714627,"Safety",1
22948802,2714627,"Site Qualifications",2
22911030,2714039,"Data",5
22911031,2714039,"Essential Documents",1
22911032,2714039,"Site Qualifications",1
22959037,2714045,"Alliance Partner/Ven",5
22959038,2714045,"Data",2
22959039,2714045,"Essential Documents",2
22922452,2714046,"Data",1
22922453,2714046,"Essential Documents",3
22969067,2713073,"Data",3
22969068,2713073,"Essential Documents",3
22908513,2710821,"Alliance Partner/Ven",2
22908514,2710821,"Data",7
22908515,2710821,"Essential Documents",2
22908516,2710821,"Investigational Prod",4
22908517,2710821,"Safety",1
22908518,2710821,"Site Qualifications",5
22913794,2710815,"Alliance Partner/Ven",2
22913795,2710815,"Data",5
22913796,2710815,"Essential Documents",1
22913797,2710815,"Informed Consent Doc",2
22913798,2710815,"Other",1
22913799,2710815,"Safety",1
22910016,2710816,"Alliance Partner/Ven",2
22910017,2710816,"Data",4
22910018,2710816,"Essential Documents",2
22910019,2710816,"Investigational Prod",1
22910020,2710816,"Safety",1
22952150,2710817,"Alliance Partner/Ven",2
22952151,2710817,"Data",8
22952152,2710817,"Essential Documents",1
22952153,2710817,"Informed Consent Doc",1
22952154,2710817,"Investigational Prod",2
22952155,2710817,"Safety",2
22952156,2710817,"Site Qualifications",1
22955811,2710822,"Data",3
22955812,2710822,"Essential Documents",2
22955813,2710822,"Site Qualifications",1
22909129,2710823,"Alliance Partner/Ven",1
22909130,2710823,"Data",1
22909131,2710823,"Essential Documents",2
22909132,2710823,"Informed Consent Doc",1
22909133,2710823,"Investigational Prod",3
22909134,2710823,"Safety",2
22909135,2710823,"Site Qualifications",3
22948285,2710824,"Alliance Partner/Ven",2
22948286,2710824,"Data",4
22948287,2710824,"Essential Documents",2
22948288,2710824,"Informed Consent Doc",1
22948289,2710824,"Investigational Prod",4
22925628,2711269,"Data",5
22925629,2711269,"Essential Documents",2
22925630,2711269,"Investigational Prod",5
22925631,2711269,"Safety",2
22916542,2710812,"Alliance Partner/Ven",1
22916543,2710812,"Data",5
22916544,2710812,"Essential Documents",1
22916545,2710812,"Informed Consent Doc",1
22916546,2710812,"Safety",1
22916547,2710812,"Site Qualifications",4
22966113,2710813,"Alliance Partner/Ven",3
22966114,2710813,"Data",1
22966115,2710813,"Essential Documents",2
22966116,2710813,"Safety",1
22917151,2710814,"Alliance Partner/Ven",2
22917152,2710814,"Data",4
22917153,2710814,"Essential Documents",2
22917154,2710814,"Informed Consent Doc",1
22917155,2710814,"Site Qualifications",1
22968482,2712738,"Alliance Partner/Ven",2
22968483,2712738,"Data",2
22968484,2712738,"Essential Documents",2
22968485,2712738,"Investigational Prod",1
22968486,2712738,"Safety",1
22968487,2712738,"Site Qualifications",2
22955514,2712778,"Data",4
22955515,2712778,"Essential Documents",2
22955516,2712778,"Safety",1
22942258,2714664,"Other",1
22928263,2714188,"Alliance Partner/Ven",2
22928264,2714188,"Essential Documents",1
22919579,2708697,"Essential Documents",1
22967343,2714665,"Other",1
22919580,2708697,"Site Qualifications",2
22929577,2708693,"Alliance Partner/Ven",2
22929578,2708693,"Essential Documents",2
22929579,2708693,"Investigational Prod",1
22929580,2708693,"Other",3
22929581,2708693,"Safety",1
22920264,2708694,"Data",1
22920265,2708694,"Essential Documents",2
22920266,2708694,"Investigational Prod",1
22920267,2708694,"Other",1
22932203,2708695,"Alliance Partner/Ven",1
22932204,2708695,"Data",4
22932205,2708695,"Essential Documents",3
22932206,2708695,"Safety",1
22932207,2708695,"Site Qualifications",1
22935550,2708696,"Data",1
22935551,2708696,"Essential Documents",2
22935552,2708696,"Informed Consent Doc",1
22935553,2708696,"Investigational Prod",2
22935554,2708696,"Other",1
22935555,2708696,"Safety",2
22948518,2708698,"Alliance Partner/Ven",1
22948519,2708698,"Data",2
22948520,2708698,"Essential Documents",3
22948521,2708698,"Informed Consent Doc",3
22948522,2708698,"Investigational Prod",2
22948523,2708698,"Safety",2
22948524,2708698,"Site Qualifications",2
22934626,2708699,"Data",1
22934627,2708699,"Essential Documents",3
22934628,2708699,"Site Qualifications",1
22927807,2708700,"Data",2
22927808,2708700,"Other",1
22926527,2708701,"Alliance Partner/Ven",1
22926528,2708701,"Essential Documents",1
22926529,2708701,"Informed Consent Doc",1
22926530,2708701,"Investigational Prod",1
22926531,2708701,"Site Qualifications",1
22910745,2708702,"Alliance Partner/Ven",1
22910746,2708702,"Data",1
22910747,2708702,"Other",3
22910748,2708702,"Safety",2
22926357,2708703,"Alliance Partner/Ven",1
22926358,2708703,"Data",1
22926359,2708703,"Essential Documents",3
22926360,2708703,"Inclusion/Exclusion ",1
22926361,2708703,"Site Qualifications",1
22958176,2708704,"Alliance Partner/Ven",2
22958177,2708704,"Data",3
22958178,2708704,"Essential Documents",2
22958179,2708704,"Informed Consent Doc",2
22958180,2708704,"Investigational Prod",1
22958181,2708704,"Safety",1
22958182,2708704,"Site Qualifications",1
22907624,2708705,"Alliance Partner/Ven",1
22907625,2708705,"Data",5
22907626,2708705,"Essential Documents",1
22907627,2708705,"Informed Consent Doc",1
22907628,2708705,"Other",2
22907629,2708705,"Site Qualifications",3
22927233,2708706,"Essential Documents",4
22927234,2708706,"Inclusion/Exclusion ",2
22927235,2708706,"Other",2
22921793,2708707,"Data",1
22921794,2708707,"Essential Documents",2
22921795,2708707,"Informed Consent Doc",1
22921796,2708707,"Other",1
22921797,2708707,"Site Qualifications",1
22926513,2708708,"Data",3
22926514,2708708,"Essential Documents",3
22926515,2708708,"Other",1
22926516,2708708,"Safety",1
22909798,2708709,"Data",2
22909799,2708709,"Essential Documents",2
22909800,2708709,"Other",2
22909801,2708709,"Safety",1
22910099,2708710,"Data",4
22910100,2708710,"Essential Documents",3
22910101,2708710,"Investigational Prod",2
22910102,2708710,"Other",1
22910103,2708710,"Safety",2
22910104,2708710,"Site Qualifications",3
22931707,2708711,"Data",4
22931708,2708711,"Essential Documents",1
22931709,2708711,"Informed Consent Doc",3
22931710,2708711,"Investigational Prod",1
22931711,2708711,"Other",1
22931712,2708711,"Safety",2
22931713,2708711,"Site Qualifications",3
22904837,2705132,"TOTAL ISSUES",3
22821971,2705129,"SMF/TMF",7
22822167,2705129,"INFORMED CONSENT",1
22822363,2705129,"SDV/CRF VERIFICATION",3
22822559,2705129,"SAE REPORTING",0
22822755,2705129,"INVESTIGATIONAL PROD",2
22822951,2705129,"OTHER",0
22823147,2705129,"TOTAL ISSUES",16
22821973,2705130,"SMF/TMF",2
22822169,2705130,"INFORMED CONSENT",0
22822365,2705130,"SDV/CRF VERIFICATION",0
22822561,2705130,"SAE REPORTING",0
22822757,2705130,"INVESTIGATIONAL PROD",0
22822953,2705130,"OTHER",1
22823149,2705130,"TOTAL ISSUES",8
22821972,2705131,"SMF/TMF",1
22822168,2705131,"INFORMED CONSENT",0
22822364,2705131,"SDV/CRF VERIFICATION",2
22822560,2705131,"SAE REPORTING",0
22822756,2705131,"INVESTIGATIONAL PROD",0
22822952,2705131,"OTHER",1
22823148,2705131,"TOTAL ISSUES",5
22909709,2708712,"Alliance Partner/Ven",1
22909710,2708712,"Data",5
22909711,2708712,"Essential Documents",2
22909712,2708712,"Investigational Prod",2
22909713,2708712,"Other",2
22909714,2708712,"Safety",2
22909715,2708712,"Site Qualifications",3
22927350,2708713,"Essential Documents",2
22927351,2708713,"Investigational Prod",4
22927352,2708713,"Other",3
22927353,2708713,"Site Qualifications",1
22925342,2708714,"Other",1
22925343,2708714,"Primary Objective(s)",1
22968653,2708715,"Alliance Partner/Ven",2
22968654,2708715,"Data",2
22968655,2708715,"Essential Documents",2
22911275,2710337,"Data",1
22911276,2710337,"Other",1
22911277,2710337,"Safety",1
22911278,2710337,"Site Qualifications",1
22927669,2710338,"Data",1
22927670,2710338,"Essential Documents",4
22927671,2710338,"Investigational Prod",1
22927672,2710338,"Site Qualifications",1
22920652,2710343,"Data",1
22920653,2710343,"Informed Consent Doc",1
22920654,2710343,"Site Qualifications",2
22913332,2710370,"Essential Documents",1
22924005,2710371,"Essential Documents",7
22929258,2711646,"Data",1
22929259,2711646,"Essential Documents",3
22929260,2711646,"Investigational Prod",5
22929261,2711646,"Safety",4
22923101,2710524,"Essential Documents",2
22927478,2710525,"Data",2
22927479,2710525,"Essential Documents",5
22927480,2710525,"Other",1
22927481,2710525,"Safety",2
22927482,2710525,"Site Qualifications",6
22919561,2711787,"Data",5
22919562,2711787,"Essential Documents",3
22919563,2711787,"Informed Consent Doc",2
22919564,2711787,"Site Qualifications",2
22916761,2708803,"Data",1
22903661,2705132,"SMF/TMF",1
22903857,2705132,"INFORMED CONSENT",0
22904053,2705132,"SDV/CRF VERIFICATION",0
22904249,2705132,"SAE REPORTING",0
22904445,2705132,"INVESTIGATIONAL PROD",0
22904641,2705132,"OTHER",0
22903465,2705132,"MONITORING",2
22821775,2705129,"MONITORING",3
22821777,2705130,"MONITORING",5
22821776,2705131,"MONITORING",1
22903668,2706569,"SMF/TMF",0
22903864,2706569,"INFORMED CONSENT",3
22904060,2706569,"SDV/CRF VERIFICATION",0
22904452,2706569,"INVESTIGATIONAL PROD",0
22904648,2706569,"OTHER",0
22904844,2706569,"TOTAL ISSUES",3
22903472,2706569,"MONITORING",0
22956577,2710717,"Alliance Partner/Ven",1
22956578,2710717,"Data",2
22956579,2710717,"Essential Documents",1
22956580,2710717,"Investigational Prod",2
22930178,2709069,"Essential Documents",1
22931722,2708795,"Alliance Partner/Ven",2
22931723,2708795,"Essential Documents",2
22931724,2708795,"Investigational Prod",1
22931725,2708795,"Safety",2
22931726,2708795,"Site Qualifications",2
22942479,2708796,"Data",2
22942480,2708796,"Essential Documents",1
22912697,2708797,"Data",2
22912698,2708797,"Essential Documents",3
22912699,2708797,"Informed Consent Doc",2
22911671,2708799,"Essential Documents",2
22911672,2708799,"Informed Consent Doc",1
22959861,2708800,"Data",2
22941593,2708802,"Data",2
22941594,2708802,"Essential Documents",3
22941595,2708802,"Site Qualifications",1
22921210,2708805,"Data",2
22921211,2708805,"Essential Documents",3
22921212,2708805,"Site Qualifications",1
22923489,2708806,"Essential Documents",3
22923490,2708806,"Inclusion/Exclusion ",1
22923491,2708806,"Other",1
22926182,2708807,"Essential Documents",3
22910667,2708808,"Alliance Partner/Ven",1
22910668,2708808,"Data",3
22910669,2708808,"Essential Documents",2
22910670,2708808,"Investigational Prod",1
22910671,2708808,"Other",1
22954260,2708809,"Data",3
22954261,2708809,"Essential Documents",19
22954262,2708809,"Investigational Prod",2
22954263,2708809,"Other",1
22954264,2708809,"Safety",4
22954265,2708809,"Site Qualifications",2
22908297,2708810,"Essential Documents",1
22908298,2708810,"Other",1
22908299,2708810,"Safety",2
22915907,2708811,"Data",2
22915908,2708811,"Essential Documents",1
22915909,2708811,"Safety",2
22959292,2708812,"Essential Documents",1
22932110,2709129,"Data",2
22932111,2709129,"Investigational Prod",1
22932112,2709129,"Site Qualifications",1
22913469,2709130,"Alliance Partner/Ven",2
22913470,2709130,"Data",1
22940801,2709131,"Data",1
22940802,2709131,"Essential Documents",2
22940803,2709131,"Informed Consent Doc",1
22924459,2709132,"Data",2
22924460,2709132,"Investigational Prod",1
22924461,2709132,"Other",2
22924462,2709132,"Site Qualifications",1
22910429,2709133,"Essential Documents",6
22910430,2709133,"Site Qualifications",1
22953724,2709134,"Data",1
22953725,2709134,"Essential Documents",1
22953726,2709134,"Site Qualifications",2
22956568,2709135,"Data",1
22956569,2709135,"Essential Documents",1
22956570,2709135,"Site Qualifications",2
22932998,2709136,"Data",1
22919548,2709137,"Essential Documents",1
22919549,2709137,"Informed Consent Doc",1
22911361,2709138,"Data",1
22911362,2709138,"Site Qualifications",1
22930984,2709141,"Site Qualifications",1
22941380,2709146,"Essential Documents",3
22941381,2709146,"Informed Consent Doc",1
22941382,2709146,"Site Qualifications",1
22926988,2709174,"Essential Documents",1
22904256,2706569,"SAE REPORTING",0
22821784,2705305,"MONITORING",0
22821980,2705305,"SMF/TMF",1
22822176,2705305,"INFORMED CONSENT",0
22822372,2705305,"SDV/CRF VERIFICATION",2
22822568,2705305,"SAE REPORTING",0
22822764,2705305,"INVESTIGATIONAL PROD",0
22822960,2705305,"OTHER",0
22823156,2705305,"TOTAL ISSUES",3
22821785,2705307,"MONITORING",0
22821981,2705307,"SMF/TMF",3
22822177,2705307,"INFORMED CONSENT",0
22822373,2705307,"SDV/CRF VERIFICATION",0
22822569,2705307,"SAE REPORTING",0
22822765,2705307,"INVESTIGATIONAL PROD",0
22822961,2705307,"OTHER",0
22823157,2705307,"TOTAL ISSUES",3
22821786,2705308,"MONITORING",6
22821982,2705308,"SMF/TMF",1
22822178,2705308,"INFORMED CONSENT",1
22822374,2705308,"SDV/CRF VERIFICATION",0
22822570,2705308,"SAE REPORTING",0
22822766,2705308,"INVESTIGATIONAL PROD",4
22822962,2705308,"OTHER",0
22823158,2705308,"TOTAL ISSUES",12
22903662,2705309,"SMF/TMF",3
22903858,2705309,"INFORMED CONSENT",0
22904054,2705309,"SDV/CRF VERIFICATION",1
22904250,2705309,"SAE REPORTING",0
22904446,2705309,"INVESTIGATIONAL PROD",2
22904642,2705309,"OTHER",0
22904838,2705309,"TOTAL ISSUES",7
22903466,2705309,"MONITORING",1
22958743,2709167,"Data",5
22958744,2709167,"Essential Documents",2
22958745,2709167,"Informed Consent Doc",1
22958746,2709167,"Investigational Prod",1
22958747,2709167,"Other",1
22958748,2709167,"Safety",1
22958749,2709167,"Site Qualifications",1
22933052,2709173,"Data",2
22933053,2709173,"Essential Documents",1
22933054,2709173,"Inclusion/Exclusion ",1
22933055,2709173,"Other",1
22922179,2708840,"Data",2
22922180,2708840,"Essential Documents",4
22922181,2708840,"Investigational Prod",1
22922182,2708840,"Site Qualifications",3
22927118,2708841,"Data",3
22927119,2708841,"Essential Documents",1
22927120,2708841,"Informed Consent Doc",1
22927121,2708841,"Investigational Prod",1
22927122,2708841,"Other",3
22927123,2708841,"Site Qualifications",2
22915410,2708842,"Data",3
22915411,2708842,"Essential Documents",2
22915412,2708842,"Investigational Prod",2
22915413,2708842,"Safety",1
22954902,2708843,"Data",2
22954903,2708843,"Investigational Prod",1
22954904,2708843,"Safety",1
22917303,2708844,"Alliance Partner/Ven",2
22917304,2708844,"Data",5
22917305,2708844,"Essential Documents",4
22917306,2708844,"Informed Consent Doc",1
22917307,2708844,"Investigational Prod",4
22917308,2708844,"Safety",3
22917309,2708844,"Site Qualifications",4
22912646,2708845,"Data",2
22912647,2708845,"Essential Documents",2
22912648,2708845,"Investigational Prod",4
22912649,2708845,"Safety",2
22912650,2708845,"Site Qualifications",3
22927716,2708846,"Data",3
22927717,2708846,"Essential Documents",4
22927718,2708846,"Site Qualifications",4
22930713,2708847,"Site Qualifications",2
22907372,2708839,"Data",5
22907373,2708839,"Inclusion/Exclusion ",1
22907374,2708839,"Site Qualifications",2
22930709,2708847,"Data",2
22930710,2708847,"Essential Documents",2
22930711,2708847,"Investigational Prod",3
22930712,2708847,"Safety",4
22930714,2708847,"Subject Visits Revie",1
22821787,2705389,"MONITORING",1
22821983,2705389,"SMF/TMF",3
22822179,2705389,"INFORMED CONSENT",2
22822375,2705389,"SDV/CRF VERIFICATION",2
22822571,2705389,"SAE REPORTING",0
22822767,2705389,"INVESTIGATIONAL PROD",1
22822963,2705389,"OTHER",0
22823159,2705389,"TOTAL ISSUES",9
22953721,2709551,"Data",1
22944696,2709829,"Data",4
22944697,2709829,"Essential Documents",2
22944698,2709829,"Investigational Prod",2
22944699,2709829,"Site Qualifications",1
22935624,2709830,"Data",1
22935205,2708848,"Data",4
22935206,2708848,"Essential Documents",3
22935207,2708848,"Informed Consent Doc",1
22935208,2708848,"Investigational Prod",6
22935209,2708848,"Safety",3
22910676,2708849,"Data",2
22910677,2708849,"Essential Documents",2
22910678,2708849,"Informed Consent Doc",1
22910679,2708849,"Investigational Prod",2
22910680,2708849,"Site Qualifications",1
22930336,2708850,"Essential Documents",1
22926532,2708852,"Other",2
22948063,2708853,"Data",3
22948064,2708853,"Informed Consent Doc",2
22957104,2709263,"Data",1
22907145,2708851,"Data",1
22907146,2708851,"Essential Documents",2
22957105,2709263,"Site Qualifications",1
22821805,2705786,"MONITORING",1
22822001,2705786,"SMF/TMF",1
22822197,2705786,"INFORMED CONSENT",2
22822393,2705786,"SDV/CRF VERIFICATION",0
22822589,2705786,"SAE REPORTING",0
22823177,2705786,"TOTAL ISSUES",4
22822785,2705786,"INVESTIGATIONAL PROD",0
22822981,2705786,"OTHER",0
22915553,2709249,"Data",2
22915554,2709249,"Essential Documents",2
22915555,2709249,"Other",1
22956135,2709250,"Data",3
22956136,2709250,"Other",1
22956137,2709250,"Safety",1
22909946,2709251,"Essential Documents",1
22909947,2709251,"Safety",1
22909948,2709251,"Site Qualifications",3
22930284,2709252,"Data",1
22930285,2709252,"Essential Documents",2
22930286,2709252,"Other",1
22948478,2709264,"Data",4
22928548,2709265,"Alliance Partner/Ven",1
22928549,2709265,"Essential Documents",4
22928550,2709265,"Informed Consent Doc",1
22928551,2709265,"Site Qualifications",2
22943801,2708919,"Essential Documents",1
22943802,2708919,"Safety",1
22939775,2708918,"Safety",1
22929559,2708920,"Site Qualifications",1
22950591,2708921,"Safety",1
22951618,2708922,"Essential Documents",1
22951619,2708922,"Safety",1
22915238,2708923,"Essential Documents",4
22915239,2708923,"Investigational Prod",1
22915240,2708923,"Other",2
22915241,2708923,"Site Qualifications",1
22917540,2708925,"Essential Documents",3
22917541,2708925,"Informed Consent Doc",1
22917542,2708925,"Site Qualifications",2
22919367,2708927,"Data",8
22919368,2708927,"Essential Documents",9
22919369,2708927,"Inclusion/Exclusion ",1
22919370,2708927,"Other",1
22948899,2708928,"Data",1
22948900,2708928,"Essential Documents",1
22948901,2708928,"Safety",3
22948902,2708928,"Site Qualifications",1
22908450,2708929,"Data",2
22908451,2708929,"Essential Documents",3
22908452,2708929,"Investigational Prod",2
22908453,2708929,"Safety",1
22908454,2708929,"Site Qualifications",4
22933573,2708930,"Data",3
22933574,2708930,"Essential Documents",1
22933575,2708930,"Informed Consent Doc",2
22933576,2708930,"Investigational Prod",1
22933577,2708930,"Other",1
22933578,2708930,"Safety",1
22933579,2708930,"Site Qualifications",3
22931562,2708931,"Data",5
22931563,2708931,"Essential Documents",2
22931564,2708931,"Inclusion/Exclusion ",1
22931565,2708931,"Other",1
22931566,2708931,"Safety",1
22932409,2708932,"Data",2
22932410,2708932,"Essential Documents",2
22932411,2708932,"Informed Consent Doc",1
22932412,2708932,"Other",3
22932413,2708932,"Safety",2
22932414,2708932,"Site Qualifications",3
22915582,2708933,"Data",2
22915583,2708933,"Essential Documents",2
