ID,Symbol,Start_date,market_cap,Sector,Country,CEO,No.of employee,Revenue (Cr),Net-valuation (Cr),Share_price (RS),Company_background,Type,Product
PROJ0x3d44,,,small-cap,?,,Taylor Strong,,-999.0,,," Morality in this absolute sense solidifies in the dialogues of Plato, together with the emergence of monotheistic thought (notably in Euthyphro, which ponders the concept of piety (τὸ ὅσιον) as a moral absolute).Manufacturing began in the 19th century.",Food,Beverage
PROJ0x2721,,,?,,,?,,?,125.72753269091452,," Manufacturing provides important material support for national infrastructure and for national defense.In addition to general overviews, researchers have examined the features and factors affecting particular key aspects of manufacturing development.",Toys,Kids toys
PROJ0x1ffa,,,?,?,,?,,-999.0,,74.85,"76%.7% stake in Subaru Corporation, parent company of Subaru.",Production,Bike
PROJ0x401b,,,?,?,,Chasity Katechis,80150.0,-999.0,501.05941872766647,," These important inventions led to the development of the personal computer (PC) in the 1970s, and the emergence of information and communications technology (ICT).. Companies have also sought to integrate IT with business outcomes and decision-making through a BizOps or business operations department.",Production,Gaming hardware
PROJ0x6b44,,"October,1965",?,Public_sector,,Nina Hansen,46452.0,?,331.17658910438183,265.55,  There is a large network of independent used commercial vehicle retailers who retail thousands of used commercial vehicles every month.9 million units.,Production,Bike
PROJ0x13ea,,,small-cap,?,,?,,0.960658719882318,,64.45,"Manufacturing in the Soviet Union was based on collectivism.Manufacturing engineering, or the manufacturing process, are the steps through which raw materials are transformed into a final product.""Manufactures"" .",Food,Beverage
PROJ0x7972,,,small-cap,,,Brenda Edgerson,3839.0,0.8409804744130909,33373.593145892926,65.15,"The mechanized assembly line was introduced to assemble parts in a repeatable fashion, with individual workers performing specific steps during the process.The manufacturing sector is closely connected with the engineering and industrial design.",Food,Organicfood
PROJ0x7edc,KKBB,"October,1963",?,,Spain,?,37153.0,3.2975503292816617,329.7550329281662,176.15,S. Environment laws and labor protections that are available in developed nations may not be available in the third world.,Food,Fastfood
PROJ0x90c7,LOA,,?,?,,?,8509.0,1.4456731590970082,-9774.133362759816,1930.2198816947794," The manufacturing process begins with the product design, and materials specification from which the product is made. These costs are now well known and there is effort to address them by improving efficiency, reducing waste, using industrial symbiosis, and eliminating harmful chemicals.",Food,Organicfood
PROJ0x5309,,,small-cap,Private_sector,,?,,-999.0,38260.28701424248,,"Manufacturing has unique health and safety challenges and has been recognized by the National Institute for Occupational Safety and Health (NIOSH) as a priority industry sector in the National Occupational Research Agenda (NORA) to identify and provide intervention strategies regarding occupational health and safety issues.In addition to general overviews, researchers have examined the features and factors affecting particular key aspects of manufacturing development.Manufacturing engineering, or the manufacturing process, are the steps through which raw materials are transformed into a final product.",Toys,Kids toys
PROJ0x2681,BVQ,"February,1990",?,?,,Thomas Holmes,6347.0,-999.0,-15673.064797141165,81.4,"Classifying medical devices based on their risk is essential for maintaining patient and staff safety while simultaneously facilitating the marketing of medical products. These days, with the aid of CAD or modelling platforms, the work is now much faster, and this can act also as a tool for strategic design generation as well as a marketing tool. The system attempts to cover all working citizens, meaning patients cannot be excluded from insurance due to pre-existing conditions.",Production,Medical devices
PROJ0x7f90,JKN,"September,1969",small-cap,,,?,24017.0,0.4731990665209505,70.97985997814257,,"IBM introduced the first hard disk drive in 1956, as a component of their 305 RAMAC computer system.. Information services Information services is a term somewhat loosely applied to a variety of IT-related services offered by commercial companies, as well as data brokers.",Production,Gaming hardware
PROJ0x8886,,,small-cap,?,,?,,1.402937767560131,350.7344418900328,,"Manufacturing in the Soviet Union was based on collectivism. It is the essence of secondary sector of the economy. In cultures with Buddhist spiritual influence, this antagonistic duality itself must be overcome through achieving Śūnyatā, or emptiness.",Food,Organicfood
PROJ0x8812,DBC,,mid-cap,Private_sector,,?,,4.674665032811761,,,"2 million – one in six U. A sense of moral judgment and a distinction ""right and wrong, good and bad"" are cultural universals. Further, while U.",Food,Fastfood
PROJ0xa49,,,?,?,,?,,?,,-972.1502065585362," During the Second World War, Colossus developed the first electronic digital computer to decrypt German messages. Although it was programmable, it was not general-purpose, being designed to perform only a single task.IBM introduced the first hard disk drive in 1956, as a component of their 305 RAMAC computer system.",Production,Gaming hardware
PROJ0x9ff,,,small-cap,Public_sector,,?,13035.0,1.9277727650882863,,79.5,"Manufacturing engineering, or the manufacturing process, are the steps through which raw materials are transformed into a final product. The manufacturing process begins with the product design, and materials specification from which the product is made.",Mechanical,Wiring tools
PROJ0x7dd2,,,small-cap,?,,?,,1.4719627453012656,220.79441179518986,94.2," Companies have also sought to integrate IT with business outcomes and decision-making through a BizOps or business operations department.Electronic computers, using either relays or valves, began to appear in the early 1940s.",Production,Gaming hardware
PROJ0x3677,,,small-cap,Private_sector,Mozambique,Lynn Thomas,,3.715392032055519,557.3088048083277,-1497.2987087108518," The LCV designation is also occasionally used in both Canada and Ireland (where the term commercial van is more commonly used).Volvo Group and Eicher Motors has a 50-50% joint venture called VE Commercial Vehicles. It is also expected that this trend will continue, especially as the younger generations of people (in highly urbanized countries) no longer want to own a car anymore, and prefer other modes of transport.",Production,Bike
PROJ0x938d,,"October,1955",small-cap,Public_sector,,Charles Woods,16333.0,-999.0,,," Prentice Hall. Manufacturing, Engineering & Technology.Manufacturing engineering, or the manufacturing process, are the steps through which raw materials are transformed into a final product.",Mechanical,Wiring tools
PROJ0x515f,LUG,,mid-cap,Private_sector,,Eleanor Gee,85265.0,5.380910915840093,,-5096.66795071336," Mahindra & Mahindra owns 51% and Navistar International owns 49%.Early car manufaturing involved manual assembly by a human worker. Starting in the 1960s, robotic equipment was introduced to the process, and today most cars are produced largely with automated machinary.",Production,Bike
PROJ0x8b40,,"November,2012",small-cap,Private_sector,,Carrie Buckley,23462.0,?,,5802.510672218541," Examples of major manufacturers in North America include General Motors Corporation, General Electric, Procter & Gamble, AbbVie, Unilever, General Dynamics, Boeing, Pfizer, Precision Castparts, and Fiat Chrysler Automobiles. This led to significant increases in efficiency, lowering the cost of the end process.Agile manufacturingFabricationFlexible manufacturingJust-in-time manufacturingLean manufacturingManufacturing engineeringMass customizationMass productionNumerical controlPrefabricationRapid manufacturingReconfigurable manufacturing systemHigh performance positioning systemEmerging technologies have provided some new growth in advanced manufacturing employment opportunities in the Manufacturing Belt in the United States.",Mechanical,Kids toys
PROJ0x1309,,,?,?,,Robert Ballew,,-999.0,250.2182688612423,-1232.9729746346338," 1905.Manufacturing has unique health and safety challenges and has been recognized by the National Institute for Occupational Safety and Health (NIOSH) as a priority industry sector in the National Occupational Research Agenda (NORA) to identify and provide intervention strategies regarding occupational health and safety issues.  It is not only the ""cause of knowledge and truth, it is also an object of knowledge"".",Food,Beverage
PROJ0x12fb,HHL,,?,?,,?,,1.8500002973327527,462.5000743331883,26.55,"the dilemma of the human condition and their capacity to perform both good and evil activities.Manufacturing has unique health and safety challenges and has been recognized by the National Institute for Occupational Safety and Health (NIOSH) as a priority industry sector in the National Occupational Research Agenda (NORA) to identify and provide intervention strategies regarding occupational health and safety issues. Examples in Europe include Volkswagen Group, Siemens, BASF and Michelin.",Food,Beverage
PROJ0x83ae,,,?,Public_sector,,?,,0.7087133515188857,17.71783378797214,-8233.891867461327,"  Government and the private sector might have different funding mechanisms, but the principles are more-or-less the same. By comparison, the first transistorized computer developed at the University of Manchester and operational by November 1953, consumed only 150 watts in its final version.",Production,Gaming hardware
PROJ0x3a09,,,small-cap,Private_sector,,?,2065.0,?,26479.5340344122,86.8," The main characteristic of the factory system is the use of machinery, originally powered by water or steam and later by electricity.Every language has a word expressing good in the sense of ""having the right or desirable quality"" (ἀρετή) and bad in the sense ""undesirable"".In religion, ethics, and philosophy, ""good and evil"" is a very common dichotomy.",Food,Organicfood
PROJ0x22e2,,,?,Public_sector,,Virgina Gates,,?,558.5700499248901,63.75,"Modern manufacturing includes all intermediate processes required in the production and integration of a product's components.  He then proceeds to explain ""although the good is not being"" it is ""superior to it in rank and power"", it is what ""provides for knowledge and truth"" (508e).",Food,Beverage
PROJ0x7495,,,small-cap,,,?,91536.0,1.2214060615781182,,59.65,"S. has outsourced too much in some areas and can no longer rely on the financial sector and consumer spending to drive demand. This led to significant increases in efficiency, lowering the cost of the end process.",Toys,Kids toys
PROJ0x1a4d,,,small-cap,?,,Ola Phillips,,?,,, S. This article focuses on the most recent period (electronic).,Production,Gaming hardware
PROJ0x7a25,,,?,Private_sector,,Christopher Myers,55405.0,3.1760002337925513,476.4000350688826,57.85," The exceptions to these are Mercedes-Benz, which has a dedicated commercial vehicle network for heavy and light commercial vehicles, Volkswagen, whose franchised dealers usually have standalone van centres, Iveco, and Isuzu Truck.S.",Production,Bike
PROJ0x95d4,,"October,1964",?,Private_sector,,?,,1.0833992902603695,325.0197870781108,-1517.1598655317569,"As a religious concept, basic ideas of a dichotomy between good and evil has developed so that today:Good is a broad concept but it typically deals with an association with life, charity, continuity, happiness, love and justice.In religion, ethics, and philosophy, ""good and evil"" is a very common dichotomy. Examples of major manufacturers in North America include General Motors Corporation, General Electric, Procter & Gamble, AbbVie, Unilever, General Dynamics, Boeing, Pfizer, Precision Castparts, and Fiat Chrysler Automobiles.",Food,Beverage
PROJ0x3030,,"November,2003",?,?,Lithuania,?,,-999.0,,-3932.3625070093776," When in the initial R&D phase, manufacturers are now beginning to design for manufacturability.4 million nurses and midwives, 1.",Production,Medical devices
PROJ0x7843,FTSU,"February,1956",?,?,,?,,1.9000391464539628,475.0097866134908,," ISBN 978-0-13-148965-3.In addition to general overviews, researchers have examined the features and factors affecting particular key aspects of manufacturing development.",Mechanical,Kids toys
PROJ0x376d,,"January,1963",small-cap,,,?,,1.5535599014303192,-9373.403052709637,-1994.8553250724253,These are the top 50 countries by total value of manufacturing output in US dollars for its noted year according to World Bank. Prentice Hall.,Mechanical,Wiring tools
PROJ0x52b3,,"August,1975",?,?,,Dale Dipippo,,?,281.22387689592824,68.8,"In the pre-industrial world, most manufacturing occurred in rural areas, where household-based manufacturing served as a supplemental subsistence strategy to agriculture (and continues to do so in places). They have compared production and investment in a range of Western and non-Western countries and presented case studies of growth and performance in important individual industries and market-economic sectors.",Toys,Kids toys
PROJ0x702d,NJQ,,?,?,Peru,?,,1.6446208247823513,328.92416495647024,1248.017744197995,S.S.,Mechanical,Kids toys
PROJ0x6d5f,,,small-cap,Private_sector,,Brian Cabler,19160.0,1.6051803884690377,401.2950971172594,-1876.231613705332,"In the pre-industrial world, most manufacturing occurred in rural areas, where household-based manufacturing served as a supplemental subsistence strategy to agriculture (and continues to do so in places).Plato and Aristotle were not the first contributors in ancient Greece to the study of the ""good"" and discussion preceding them can be found among the pre-Socratic philosophers.",Food,Organicfood
PROJ0x58c9,,,small-cap,?,,?,,6.9963184299002075,699.6318429900208,,"Manufacturing engineering, or the manufacturing process, are the steps through which raw materials are transformed into a final product. Examples in Asia include Toyota, Yamaha, Panasonic, LG, Samsung, Godrej & Boyce and Tata Motors.Modern manufacturing includes all intermediate processes required in the production and integration of a product's components.",Mechanical,Wiring tools
PROJ0x1bf2,AQA,"August,1997",?,?,,?,12211.0,2.668172886949983,,14348.375315685427," In the UK, EEF the manufacturers organisation has led calls for the UK economy to be rebalanced to rely less on financial services and has actively promoted the manufacturing agenda. Manufacturing provides important material support for national infrastructure and for national defense. 1905.",Mechanical,Wiring tools
PROJ0x7a85,,"January,1963",small-cap,?,,?,,1.2155345883541044,364.66037650623116,11.05," An information technology system (IT system) is generally an information system, a communications system, or, more specifically speaking, a computer system – including all hardware, software, and peripheral equipment – operated by a limited group of IT users. As of 2007, almost 94% of the data stored worldwide was held digitally: 52% on hard disks, 28% on optical devices ,and 11% on digital magnetic tape.",Production,Gaming hardware
PROJ0x8ef1,,,small-cap,?,,Jennifer Vargas,8998.0,?,234.33874890567918,," A total of 3. The manufacturing process begins with the product design, and materials specification from which the product is made.  This is the recognition of good and evil not being unrelated, but two parts of a greater whole; unity, oneness, a Monism.",Food,Organicfood
PROJ0x33df,,"November,1967",small-cap,Public_sector,,?,,1.568828171642907,235.32422574643607,133.2," The clean-up costs of hazardous waste, for example, may outweigh the benefits of a product that creates it.S.List of manufacturing processesManufacturing Process ManagementManagementList of management topicsTotal quality managementQuality controlSix SigmaList of largest manufacturing companies by revenueIndustrial robotManufacturing engineeringProcess manufacturingManufacturing in the United StatesIndustrial engineeringAdvanced manufacturingMetal fabricationMicrofabricationOptics fabricationSemiconductor device fabricationBiomanufacturingMesoscale ManufacturingCyber manufacturingTaylorism/Scientific managementFordismKalpakjian, Serope; Steven Schmid (August 2005).",Mechanical,Kids toys
PROJ0x84cb,,"July,1999",small-cap,?,Malta,Norma Hudson,,,-40685.91718360487,19.75, manufacturing performs well compared to the rest of the U. Training was by apprenticeship.S.,Toys,Kids toys
PROJ0x9215,,"April,1988",small-cap,?,,Marian Collingwood,,1.2996428996514806,,92.5,The factory system was first adopted in Britain at the beginning of the Industrial Revolution in the late 18th century and later spread around the world.2 million – one in six U.,Toys,Kids toys
PROJ0x788,ETZ,,mid-cap,Private_sector,,Mark Palmer,,-999.0,1052.8797510819659,,S.The factory system was first adopted in Britain at the beginning of the Industrial Revolution in the late 18th century and later spread around the world.,Mechanical,Kids toys
PROJ0x8214,BHR,,?,?,,Malia Mcentyre,,5.734909124215663,,4295.283754277613,"How Everyday Things Are Made: video presentationsGrant Thornton IBR 2008 Manufacturing industry focusEEF, the manufacturers' organisation – industry group representing uk manufacturers Enabling the Digital Thread for Smart ManufacturingEvidences of Metal Manufacturing HistoryManufacturing Sector of the National Occupational Research Agenda, USA, 2018. Manufacturing, Engineering & Technology.",Mechanical,Kids toys
PROJ0x7fca,,"February,1983",small-cap,?,,?,9297.0,?,,87.1,"In the pre-industrial world, most manufacturing occurred in rural areas, where household-based manufacturing served as a supplemental subsistence strategy to agriculture (and continues to do so in places).On the other hand, most manufacturing may involve significant social and environmental costs.Manufacturing has unique health and safety challenges and has been recognized by the National Institute for Occupational Safety and Health (NIOSH) as a priority industry sector in the National Occupational Research Agenda (NORA) to identify and provide intervention strategies regarding occupational health and safety issues.",,Kids toys
PROJ0xa55,DMYB,"July,1972",small-cap,Public_sector,,Greta Jurczyk,,-999.0,,82.35,"Manufacturing engineering, or the manufacturing process, are the steps through which raw materials are transformed into a final product.Manufacturing in the Soviet Union was based on collectivism.",Mechanical,Wiring tools
PROJ0x6917,,,?,Private_sector,,Lisa Contreras,,?,572.8353552906101,169.7,8 million units.PSA and CK Birla Group (AVTEC) have a 50-50% joint venture called PSA AVTEC Powertrain Pvt.,Production,Bike
PROJ0x36ae,,,?,Public_sector,,?,,1.8970568827861618,-33665.04752006024,195.7," Examples in Asia include Toyota, Yamaha, Panasonic, LG, Samsung, Godrej & Boyce and Tata Motors. Some industries, such as semiconductor and steel manufacturers, use the term fabrication instead.S.",Mechanical,Wiring tools
PROJ0x6756,KLWR,,small-cap,,Bangladesh,Scott Gearhart,64277.0,3.8305758596250183,574.5863789437526,64.4,"2 million – one in six U.  These are significant dynamics in the ongoing process, occurring over the last few decades, of manufacture-based industries relocating operations to ""developing-world"" economies where the costs of production are significantly lower than in ""developed-world"" economies.",Toys,Kids toys
PROJ0x6a07,,,small-cap,?,,Mike Marchiori,17149.0,-999.0,,198.7," This led to significant increases in efficiency, lowering the cost of the end process.In the pre-industrial world, most manufacturing occurred in rural areas, where household-based manufacturing served as a supplemental subsistence strategy to agriculture (and continues to do so in places). These materials are then modified through manufacturing processes to become the required part.",Mechanical,Kids toys
PROJ0x7261,,"September,1999",?,?,,?,14630.0,-999.0,794.1860280930341,,"As a religious concept, basic ideas of a dichotomy between good and evil has developed so that today:Good is a broad concept but it typically deals with an association with life, charity, continuity, happiness, love and justice. Manufacturing, Engineering & Technology. In much of the pre-industrial world, the guild system protected the privileges and trade secrets of urban artisans.",Food,Fastfood
PROJ0x18b0,CXEP,"November,2001",?,?,,?,,?,217.71649394785385,-12568.949292966812," 1905. The main characteristic of the factory system is the use of machinery, originally powered by water or steam and later by electricity.",Toys,Kids toys
PROJ0x7821,,,mid-cap,?,,Harley Russell,38600.0,7.328100237457828,,1888.8648527779824," Because Plato's Form of the Good does not explain events in the physical world, humans have no reason to believe that the Form of the Good exists and the Form of the Good is thereby irrelevant to human ethics.Manufacturing has unique health and safety challenges and has been recognized by the National Institute for Occupational Safety and Health (NIOSH) as a priority industry sector in the National Occupational Research Agenda (NORA) to identify and provide intervention strategies regarding occupational health and safety issues.",Food,Fastfood
PROJ0x284d,,,?,Public_sector,,?,22850.0,2.7728256537414593,27796.159207900495,78.95,"3 years.Devices have been used to aid computation for thousands of years, probably initially in the form of a tally stick.",Production,Gaming hardware
PROJ0xf62,,,small-cap,Private_sector,,?,,?,,116.8,"Surveys and analyses of trends and issues in manufacturing and investment around the world focus on such things as:The nature and sources of the considerable variations that occur cross-nationally in levels of manufacturing and wider industrial-economic growth;Competitiveness; andAttractiveness to foreign direct investors.The mechanized assembly line was introduced to assemble parts in a repeatable fashion, with individual workers performing specific steps during the process. A total of 3.",Mechanical,Wiring tools
PROJ0x1b58,,,small-cap,Public_sector,,?,,1.5438927858455904,-38937.61706233519,19.4,"The negative costs of manufacturing can also be addressed legally. The manufacturing process begins with the product design, and materials specification from which the product is made.",Food,Fastfood
PROJ0x7e5b,,,?,?,,Judith Carroll,35702.0,?,-36568.91608368576,74.85," manufacturing jobs – have disappeared between 2000 and 2007.S. In much of the pre-industrial world, the guild system protected the privileges and trade secrets of urban artisans.",Mechanical,Wiring tools
PROJ0xc5e,FNR,,small-cap,Private_sector,,Wayne Law,,1.0181038893854175,25.452597234635444,," It is ""what gives truth to the things known and the power to know to the knower"".  Here, Plato describes how the sun allows for sight.",Food,Beverage
PROJ0x518b,,,?,Private_sector,Romania,?,,-999.0,-5770.538282606888,190.1," Developed countries regulate manufacturing activity with labor laws and environmental laws.In the pre-industrial world, most manufacturing occurred in rural areas, where household-based manufacturing served as a supplemental subsistence strategy to agriculture (and continues to do so in places).2 million – one in six U.",Mechanical,Wiring tools
PROJ0x32f8,,,?,Private_sector,Northern Mariana Islands,?,,-999.0,,89.1," Most of the world's digital data is unstructured, and stored in a variety of different physical formats even within a single organization.Webster, Frank, and Robins, Kevin.",Production,Gaming hardware
PROJ0x20b9,,,small-cap,?,,Michelina Davis,,-999.0,,,"As a religious concept, basic ideas of a dichotomy between good and evil has developed so that today:Good is a broad concept but it typically deals with an association with life, charity, continuity, happiness, love and justice. Some industries, such as semiconductor and steel manufacturers, use the term fabrication instead.",Food,Beverage
PROJ0x47d2,YYSJ,,?,?,,?,29032.0,2.9545202115576483,886.3560634672943,128.45,"The manufacturing sector is closely connected with the engineering and industrial design. The main characteristic of the factory system is the use of machinery, originally powered by water or steam and later by electricity.",Mechanical,Wiring tools
PROJ0x82fe,IJK,,?,?,,?,,-999.0,,86.85," The clean-up costs of hazardous waste, for example, may outweigh the benefits of a product that creates it. This form is the basis for understanding all other forms, it is what allows us to understand everything else.",Food,Organicfood
PROJ0x60ff,,,?,?,,?,,0.9558985912886908,,-2270.3096580958545,"  A cost center is a department or staff which incurs expenses, or “costs”, within a company rather than generating profits or revenue streams.  A cost center is a department or staff which incurs expenses, or “costs”, within a company rather than generating profits or revenue streams.""Undergraduate degrees in IT (B.",Production,Gaming hardware
PROJ0x4b6a,,,small-cap,?,,?,,0.5654943319200825,48796.79910602563,32.8," Manufacturing provides important material support for national infrastructure and for national defense.The manufacturing sector is closely connected with the engineering and industrial design.  These are significant dynamics in the ongoing process, occurring over the last few decades, of manufacture-based industries relocating operations to ""developing-world"" economies where the costs of production are significantly lower than in ""developed-world"" economies.",Food,Beverage
PROJ0x8324,,"July,1994",mid-cap,Private_sector,,?,26581.0,7.998034860014418,1199.7052290021625,-2478.012057089404,"Agile manufacturingFabricationFlexible manufacturingJust-in-time manufacturingLean manufacturingManufacturing engineeringMass customizationMass productionNumerical controlPrefabricationRapid manufacturingReconfigurable manufacturing systemHigh performance positioning systemEmerging technologies have provided some new growth in advanced manufacturing employment opportunities in the Manufacturing Belt in the United States.""Manufactures"" .",Mechanical,Wiring tools
PROJ0x436e,,,?,Private_sector,,?,35869.0,0.39658681440710347,,,"This development from the relative or habitual to the absolute is also evident in the terms ethics and morality both being derived from terms for ""regional custom"", Greek ἦθος and Latin mores, respectively (see also siðr).In addition to general overviews, researchers have examined the features and factors affecting particular key aspects of manufacturing development.  As the sun is in the visible realm, the form of Good is in the intelligible realm.",Food,Organicfood
PROJ0x54e4,,"April,1954",?,?,,Jeffery Hilton,30683.0,?,-8666.838493918549,111.85,S.com.,Production,Bike
PROJ0x76bb,,"October,1961",?,Private_sector,Rwanda,Lisa Browne,,0.6056385166813277,90.84577750219916,1380.3716949490954," pp. This led to significant increases in efficiency, lowering the cost of the end process.",Mechanical,Wiring tools
PROJ0x31e4,,"August,2012",?,?,Chile,Bonnie Brewer,,1.939951626234024,387.9903252468048,-1519.2523202142395,".""Manufactures"" . Further, while U.",Mechanical,Kids toys
PROJ0xa03,,,small-cap,Private_sector,,?,7801.0,2.8615613543128218,,44.7," Medical devices that pertain to class I (on condition they do not require sterilization or do not measure a function) can be marketed purely by self-certification. Safety standards Medical device manufacturing requires a level of process control according to the classification of the device. Of the more than 1,100 predicate implants that the new implants were substantially equivalent to, only 3% had any publicly available scientific evidence, and only 1% had clinical evidence of safety or effectiveness.",Production,Medical devices
PROJ0x6379,,"May,1959",small-cap,,,?,1326.0,?,96.474639458814,-3594.4329047885703,"The global medical device market reached roughly US$209 billion in 2006 and was estimated to be between $220 and US$250 billion in 2013. Anand Raghunathan, a researcher in this study, explains that medical devices are getting smaller and lighter so that they can be easily worn. Other mechanisms include government-financed systems (such as the National Health Service in the United Kingdom).",Production,Medical devices
PROJ0x903c,,"July,1997",small-cap,?,Mexico,?,6936.0,?,12093.513210460818,," Training was by apprenticeship. When trying to answer such difficult questions pertaining to the definition of justice, Plato identifies that we should not ""introduce every form of difference and sameness in nature"" instead we must focus on ""the one form of sameness and difference that was relevant to the particular ways of life themselves” which is the form of the Good.",Food,Beverage
PROJ0x1af7,,"July,2000",small-cap,?,,?,,-999.0,-57646.96776257673,195.15,"  These are significant dynamics in the ongoing process, occurring over the last few decades, of manufacture-based industries relocating operations to ""developing-world"" economies where the costs of production are significantly lower than in ""developed-world"" economies. Later, automation was introduced to incrementally replace human operators, a trend that has accelerated with the development of the computer and the robot. Later, automation was introduced to incrementally replace human operators, a trend that has accelerated with the development of the computer and the robot.",Mechanical,Wiring tools
PROJ0x3c36,,,mid-cap,?,,?,,-999.0,928.380855826392,-2721.275802078861,"  Silent contemplation was the route to appreciation of the Idea of the Good.Plato and Aristotle were not the first contributors in ancient Greece to the study of the ""good"" and discussion preceding them can be found among the pre-Socratic philosophers.",Food,Fastfood
PROJ0x1d7a,MFCN,,small-cap,?,,?,,3.2410871694335355,,28.95," For instance, Chinese hospital charges tend toward 50% for drugs, another major percentage for equipment, and a small percentage for healthcare professional fees. Typically, the government owns and runs the clinics and hospitals, meaning that doctors are employees of the government.",Production,Medical devices
PROJ0x2d3c,,"August,2007",?,?,,Robert Fatica,7552.0,?,33.106451213249585,,"On June 26, 2009, Jeff Immelt, the CEO of General Electric, called for the United States to increase its manufacturing base employment to 20% of the workforce, commenting that the U. These materials are then modified through manufacturing processes to become the required part. manufacturing performs well compared to the rest of the U.",Food,Organicfood
PROJ0x6701,IZE,,?,Private_sector,,Debra Yedinak,29311.0,0.3373437959054593,21676.609235142936,-7824.934467809638," Examples in Asia include Toyota, Yamaha, Panasonic, LG, Samsung, Godrej & Boyce and Tata Motors. It is the essence of secondary sector of the economy.  These are significant dynamics in the ongoing process, occurring over the last few decades, of manufacture-based industries relocating operations to ""developing-world"" economies where the costs of production are significantly lower than in ""developed-world"" economies.",Mechanical,Wiring tools
PROJ0x5c25,,"September,1962",?,?,,Maryann Grimes,,?,36.73254307652432,-2483.791434011545,2 million – one in six U. Labor unions and craft guilds have played a historic role in the negotiation of worker rights and wages.,Mechanical,Wiring tools
PROJ0x1355,,"July,2012",?,Public_sector,,Eric Manno,4606.0,-999.0,,96.1," Manufacturing, Engineering & Technology. New International Encyclopedia.",Mechanical,Wiring tools
PROJ0x39fc,OPJ,"May,1953",?,?,,?,33054.0,0.22081814957928744,5.5204537394821855,,"  These are significant dynamics in the ongoing process, occurring over the last few decades, of manufacture-based industries relocating operations to ""developing-world"" economies where the costs of production are significantly lower than in ""developed-world"" economies.S.These are the top 50 countries by total value of manufacturing output in US dollars for its noted year according to World Bank.",Mechanical,Wiring tools
PROJ0x42dc,,"November,1995",small-cap,?,,?,29346.0,-999.0,16963.827321445042,90.8,"In a business context, the Information Technology Association of America has defined information technology as ""the study, design, development, application, implementation, support or management of computer-based information systems"".Massive amounts of data are stored worldwide every day, but unless it can be analyzed and presented effectively it essentially resides in what have been called data tombs: ""data archives that are seldom visited"".The term is commonly used as a synonym for computers and computer networks, but it also encompasses other information distribution technologies such as television and telephones.",Production,Gaming hardware
PROJ0x2a32,VUW,"October,1969",?,Private_sector,,Nicole Young,,?,11151.571937458304,," These materials are then modified through manufacturing processes to become the required part.Manufacturing is the production of goods through the use of labor, machines, tools, and chemical or biological processing or formulation.List of manufacturing processesManufacturing Process ManagementManagementList of management topicsTotal quality managementQuality controlSix SigmaList of largest manufacturing companies by revenueIndustrial robotManufacturing engineeringProcess manufacturingManufacturing in the United StatesIndustrial engineeringAdvanced manufacturingMetal fabricationMicrofabricationOptics fabricationSemiconductor device fabricationBiomanufacturingMesoscale ManufacturingCyber manufacturingTaylorism/Scientific managementFordismKalpakjian, Serope; Steven Schmid (August 2005).",Mechanical,Kids toys
PROJ0x52d5,,"June,2014",?,,Belarus,?,16079.0,-999.0,572.6472949751849,,S..,Mechanical,Wiring tools
PROJ0x1106,,,?,Public_sector,Gabon,?,,?,,," In much of the pre-industrial world, the guild system protected the privileges and trade secrets of urban artisans.Manufacturing engineering, or the manufacturing process, are the steps through which raw materials are transformed into a final product.",Food,Organicfood
PROJ0x116b,NPX,,?,?,,Denise Campos,,?,347.9053140033872,28.8," In cultures with Manichaean and Abrahamic religious influence, evil is usually perceived as the antagonistic opposite of good.Modern manufacturing includes all intermediate processes required in the production and integration of a product's components.",Food,Beverage
PROJ0x59eb,,,small-cap,?,,Ellen Casey,14372.0,?,,126.75,"  These are significant dynamics in the ongoing process, occurring over the last few decades, of manufacture-based industries relocating operations to ""developing-world"" economies where the costs of production are significantly lower than in ""developed-world"" economies. It is the essence of secondary sector of the economy.",Food,Fastfood
PROJ0x4690,QLH,,?,Private_sector,Kyrgyzstan,?,58265.0,5.506852808898777,1101.3705617797552,1670.4915170681782," These materials are then modified through manufacturing processes to become the required part.  As the sun is in the visible realm, the form of Good is in the intelligible realm.These are the top 50 countries by total value of manufacturing output in US dollars for its noted year according to World Bank.",Food,Fastfood
PROJ0x27be,,"August,1966",small-cap,?,,Mary Kohm,,-999.0,,, A total of 3.Manufacturing in the Soviet Union was based on collectivism.,Mechanical,Kids toys
PROJ0x50ec,,,small-cap,?,,?,,2.608767324772219,65.21918311930548,130.55, It was usually carried out by single skilled artisans with assistants.Manufacturing has unique health and safety challenges and has been recognized by the National Institute for Occupational Safety and Health (NIOSH) as a priority industry sector in the National Occupational Research Agenda (NORA) to identify and provide intervention strategies regarding occupational health and safety issues.Agile manufacturingFabricationFlexible manufacturingJust-in-time manufacturingLean manufacturingManufacturing engineeringMass customizationMass productionNumerical controlPrefabricationRapid manufacturingReconfigurable manufacturing systemHigh performance positioning systemEmerging technologies have provided some new growth in advanced manufacturing employment opportunities in the Manufacturing Belt in the United States.,Mechanical,Wiring tools
