ID,Symbol,Start_date,market_cap,Sector,Country,CEO,No.of employee,Revenue (Cr),Net-valuation (Cr),Share_price (RS),Company_background,Type,Product
PROJ0x97e5,,"June,1965",large-cap,Private_sector,Anguilla,?,2119.0,23.722126962515983,7116.638088754796,4695.729842290092," A second and third flight have launched payloads of 6,465 kg (14,253 lb) and 3,700 kg (8,200 lb).Emerging automobile markets already buy more cars than established markets. production of 10.",Light Vehicles,Truck
PROJ0x3b88,,"December,2002",?,Private_sector,Bahrain,Lorena Sardinha,7824.0,7.158854555457128,19416.06204769278,861.5," In 2006, Japan narrowly passed the U.Toyota holds a 5. The standard ISO 26262, is considered as one of the best practice framework for achieving automotive functional safety.",Light Vehicles,Car
PROJ0x30f2,,"April,1997",?,?,,?,22324.0,-999.0,,3355.892560086747,Dongfeng Motor has a joint venture with AB Volvo called Dongfeng Nissan-Diesel .D.,Heavy Vehicles,JCP
PROJ0x8c91,DTH,,?,Public_sector,,Robert Clark,,?,9962.931302364059,54.45,"System software  which is software for managing computer hardware behaviour, as to provide basic functionalities that are required by users, or for other software to run properly, if at all.  Computer science (CS) programs tend to focus more on theory and design, whereas Information Technology programs are structured to equip the graduate with expertise in the practical application of technology solutions to support modern business and user needs.",Light Vehicles,AI
PROJ0x352b,,,small-cap,Public_sector,,Peggy Weir,,1.6982463696539452,339.6492739307891,649.1,Ford and Sollers JSC have a 50-50 joint venture called Ford Sollers . produced about 75 percent of world's auto production.,Light Vehicles,Car
PROJ0x7b15,EJZU,"April,1957",?,?,,Richard Lumsden,,?,-34931.2016708253,85.8," On a PC one will usually have the ability to change the platform software.Companies in the information technology field are often discussed as a group as the ""tech sector"" or the ""tech industry"". As of 2007, almost 94% of the data stored worldwide was held digitally: 52% on hard disks, 28% on optical devices ,and 11% on digital magnetic tape.",Light Vehicles,AI
PROJ0x445d,,"April,1956",?,,,?,49425.0,-999.0,893.284833079183,85.45," Norwood, NJ: Ablex.; Morton, M."" Their definition consists of three categories: techniques for processing, the application of statistical and mathematical methods to decision-making, and the simulation of higher-order thinking through computer programs.",Light Vehicles,AI
PROJ0x7302,,,?,?,,Melissa Warren,45044.0,9.235860653786132,1847.1721307572266,-1904.8025980198904, FLO was cancelled during the design process along with the rest of the Space Exploration Initiative.8 million units.,Heavy Vehicles,Truck
PROJ0x1b9d,,"December,2002",small-cap,?,,?,,3.4078295619239114,,-6475.04040647337,"Fujian Motors Group holds a 15% stake in King Long. In 1929, before the Great Depression, the world had 32,028,500 automobiles in use, and the U.9% exercisable voting rights in Volvo.",Heavy Vehicles,Truck
PROJ0x75ad,KOW,,?,Private_sector,,Gilbert Hausauer,3340.0,12.869211632311051,12657.03605588446,-1035.908573110125, was overtaken by Japan and then became world's leader again in 1994. It is one of the world's largest industries by revenue.,Light Vehicles,Bike
PROJ0x5996,,,small-cap,Public_sector,,?,,1.5346455748012282,651.2647258758934,5793.639894792579," The first recognizably modern electronic digital stored-program computer was the Manchester Baby, which ran its first program on 21 June 1948.Malicious software or malware  which is software that is developed to harm and disrupt computers.",Light Vehicles,AI
PROJ0xc82,,,?,,,?,,12.417075738290162,1862.5613607435248,899.45," In the United States, vehicle sales peaked in 2000, at 17.Isuzu and Anadolu Group have a 50-50% joint venture called Anadolu Isuzu .S.",Light Vehicles,Truck
PROJ0x7e32,GKM,,large-cap,Public_sector,,Tina Sherman,,18.95355151010437,,286.15,Emerging automobile markets already buy more cars than established markets.9% stake in PROTON Holdings and a 51% stake in Lotus Cars.,Heavy Vehicles,JCP
PROJ0x44de,GIG,"September,2000",?,Public_sector,Faroe Islands,?,2389.0,7.771733650504022,34507.69238222196,797.45,"4% of Nissan shares, and Nissan holding 15% of (non-voting) Renault shares.The U.",Light Vehicles,Truck
PROJ0x79e7,,"April,1964",small-cap,?,Brazil,Fred Dotson,13344.0,?,95.923338815943,846.55,"Hyundai Motor Company and Kibar Holding has a joint venture called Hyundai Assan Otomotiv, Hyundai owns 70% and Kibar Holding owns 30%. These ownerships can be explored under the detail for the individual companies.9% exercisable voting rights in Volvo.",Heavy Vehicles,Truck
PROJ0x209b,FQNX,,?,Private_sector,,?,,2.4488101312989987,,-3591.5191655547706,"^E  Side booster cores recoverable and centre core intentionally expended. At that time, the U.Toyota holds a 5.",Heavy Vehicles,JCP
PROJ0x3624,TDOA,"January,1988",mid-cap,Private_sector,,Kathleen Witt,,11.613369870757296,22703.666883216792,,PSA and CK Birla Group (AVTEC) have a 50-50% joint venture called PSA AVTEC Powertrain Pvt.Mitsubishi Group holds 20% of Mitsubishi Motors.FAW Group has a 50-50 joint venture with Toyota called Sichuan FAW Toyota Motor and both companies also have another joint venture called Ranz .,Light Vehicles,Truck
PROJ0x5ed9,,"January,1999",?,?,,Walter Coleman,,1.189689698384835,356.90690951545054,,"The development of transistors in the late 1940s at Bell Laboratories allowed a new generation of computers to be designed with greatly reduced power consumption. To address that issue, the field of data mining – ""the process of discovering interesting patterns and knowledge from large amounts of data"" – emerged in the late 1980s.",Light Vehicles,AI
PROJ0x357a,,"June,1995",?,Private_sector,,Julie Bergman,,7.960048330561807,796.0048330561806,743.55,"FCA holds a 10% stake in Ferrari. Safety is a state that implies to be protected from any risk, danger, damage or cause of injury.",Light Vehicles,Bike
PROJ0x11df,WIH,"August,1961",large-cap,Private_sector,Dominican Republic,?,214.0,?,-3441.5116783367966,1727.3400751689096," Automobiles and other motor vehicles have to comply with a certain number of regulations, whether local or international, in order to be accepted on the market.Changan Automobile has a 50-50% joint venture with Mazda (Changan Mazda ).Changan Automobile has a joint venture with Suzuki (Changan Suzuki ), both hold a 50-50% stake.",Heavy Vehicles,Truck
PROJ0x2636,,,?,?,,?,,6.091410941275117,,1601.2907030853735,"S. From 1970 (140 models) over 1998 (260 models) to 2012 (684 models), the number of automobile models in the U.",Heavy Vehicles,JCP
PROJ0x4b8a,,,small-cap,?,Netherlands,?,,-999.0,-30722.460020618397,440.05,"Sollers JSC is involved in joint ventures with Ford (Ford Sollers ) and Mazda to produce cars.4% of Nissan shares, and Nissan holding 15% of (non-voting) Renault shares.These were the 15 largest manufacturers by production volume in 2017, according to OICA.",Light Vehicles,Truck
PROJ0x8658,,"May,2007",?,Public_sector,,?,,-999.0,,698.05,"The SpaceX Starship is a two-stage-to-orbit reusable launch vehicle being developed by SpaceX, consisting of the Super Heavy booster as the first stage and a second stage, also called Starship.Falcon Heavy is rated to launch 63.This is the list of the 15 largest publicly-traded car manufacturers by market capitalisation as of 15 May 2021, according to CompaniesMarketCap.",Heavy Vehicles,JCP
PROJ0x7834,,"May,1950",mid-cap,?,Zimbabwe,?,,31.446082299417448,,4333.25435357986, The only Universal Rocket to make it past the design phase was the UR-500 while the N1 was selected to be the Soviets' HLV for lunar and Martian missions.S.,Light Vehicles,Truck
PROJ0x5b09,,,?,,,?,,16.119729709032384,,215.4," It is also expected that this trend will continue, especially as the younger generations of people (in highly urbanized countries) no longer want to own a car anymore, and prefer other modes of transport.General Motors holds a 94% stake in GM Korea and SAIC Group holds a 6% stake. Other potentially powerful automotive markets are Iran and Indonesia.",Light Vehicles,Car
PROJ0x6f74,,,?,Private_sector,,?,,-999.0,8509.127520781112,,"5% stake, and the Shenyang municipal government owns a 9. As of September 2020 the latter configuration is planned to fly in early 2021, but with a much smaller payload being launched to geostationary orbit.Volvo Group and Eicher Motors has a 50-50% joint venture called VE Commercial Vehicles.",Heavy Vehicles,JCP
PROJ0x697,,"November,1950",large-cap,Public_sector,,?,15798.0,8.604604503890304,,,73% stake in Scania (68.Paccar has a 19% stake in Tatra.,Light Vehicles,Bike
PROJ0x768f,QYI,,large-cap,?,Lebanon,David Clements,,?,,4654.744306768866,"Daimler AG and Geely Holding Group have a joint venture called smart Automobile, both companies hold a 50-50% stake.7% stake in Subaru Corporation, parent company of Subaru.Daimler holds a 12% stake in BAIC Group, while BAIC Group holds 5% stake in Daimler.",Light Vehicles,Car
PROJ0x5f6f,,,large-cap,Public_sector,,?,,?,2224.873198477304,9721.540439308894,"The word automotive comes from the Greek autos (self), and Latin motivus (of motion), referring to any form of self-powered vehicle. Safety is a state that implies to be protected from any risk, danger, damage or cause of injury.",Light Vehicles,Car
PROJ0x851f,,,?,?,Finland,Raymond Garland,,17.407371108580055,5222.2113325740165,782.7,Isuzu and General Motors has a 50-50% joint venture called Isuzu Truck South Africa .7% stake in MAN SE (55.Changan Automobile and Ford have a 50-50% joint venture called Changan Ford.,Light Vehicles,Car
PROJ0x7930,ZOW,,mid-cap,Public_sector,,?,12747.0,2.7509553788754144,-57679.235109451525,,Fiat Automobili Srbija owns a 54% stake in Zastava Trucks.Changan Automobile and Ford have a 50-50% joint venture called Changan Ford.,Light Vehicles,Truck
PROJ0x6a1,MHX,,?,?,Korea (North),Dean Harwell,,15.827460007595837,4748.238002278751,,"Based on the recommendations of the Stafford Synthesis report, First Lunar Outpost (FLO) would have relied on a massive Saturn-derived launch vehicle known as the Comet HLLV.8% owned by Koç Holding.",Light Vehicles,Truck
PROJ0x65af,KCU,,?,Public_sector,Tanzania,?,,-999.0,,1000.2,"Toyota holds a 5.Changan Automobile has a joint venture with Suzuki (Changan Suzuki ), both hold a 50-50% stake.",Light Vehicles,Bike
PROJ0x3d05,,,small-cap,?,,?,23823.0,1.363893379720936,409.1680139162809,70.45,"g. As noted in a different section, software is usually created on top of existing software and the application programming interface (API) that the underlying software provides like GTK+, JavaBeans or Swing.",Light Vehicles,AI
PROJ0x8ec7,,,?,?,,?,,4.066785466113961,,565.4,Notable current relationships include:Daihatsu holds a 25% stake in Perodua.General Motors holds a 94% stake in GM Korea and SAIC Group holds a 6% stake.,Light Vehicles,Bike
PROJ0x935c,,,?,?,,Dorothy Durkin,10083.0,-999.0,,723.5,Renault holds a 25% stake in AvtoVAZRenault holds an 80.S.,Light Vehicles,Bike
PROJ0x8294,DEZ,,large-cap,Private_sector,,?,8846.0,38.69858304789357,7739.71660957871,395.0769210323097,"9% exercisable voting rights in Volvo.This is the list of the 15 largest publicly-traded car manufacturers by market capitalisation as of 15 May 2021, according to CompaniesMarketCap.",Light Vehicles,Truck
PROJ0x2e74,GMBH,,large-cap,?,,?,,-999.0,,345.95,"SpaceX Interplanetary Transport System was a 12 m (39 ft) diameter launch vehicle concept unveiled in 2016.Geely Holding Group holds a 9. Power study, emerging markets accounted for 51 percent of the global light-vehicle sales in 2010.",Heavy Vehicles,JCP
PROJ0x7414,LAT,"May,1951",?,Private_sector,,?,,?,,-3451.782155039352," IT is considered to be a subset of information and communications technology (ICT). The electromechanical Zuse Z3, completed in 1941, was the world's first programmable computer, and by modern standards one of the first machines that could be considered a complete computing machine. (There is a push in some parts of the software industry to merge desktop applications with mobile apps, to some extent.",Light Vehicles,AI
PROJ0x4276,,,?,,,?,,2.6835923374716417,,," Carhart, in a Rand Corporation Research Memorandum.Hilbert and Lopez identify the exponential pace of technological change (a kind of Moore's law): machines' application-specific capacity to compute information per capita roughly doubled every 14 months between 1986 and 2007; the per capita capacity of the world's general-purpose computers doubled every 18 months during the same two decades; the global telecommunication capacity per capita doubled every 34 months; the world's storage capacity per capita required roughly 40 months to double (every 3 years); and per capita broadcast information has doubled every 12. When a program is designed, it relies upon the API.",Light Vehicles,AI
PROJ0x27ef,VQRR,,small-cap,?,,?,,1.7160916490583331,,98.5,Data movement is typically from one place in memory to another.g.,Light Vehicles,AI
PROJ0x4537,,,small-cap,Public_sector,Pakistan,?,,1.8939260222323409,-39418.54859722944,," At that time, the U. This term, as proposed by Elmer Sperry(1860-1930), first came into use with reference to automobiles in 1898. Of that figure, only 14 countries (boldfaced in the list below) currently possess the capability to design original production automobiles from the ground up.",Light Vehicles,Truck
PROJ0x59ba,,"October,1973",?,?,,?,22874.0,17.904731097328575,-15452.202868287895,1865.1610166276473,"S.8 t (141,000 lb) to low Earth orbit (LEO) in a fully expendable configuration and an estimated 57 t (126,000 lb) in a partially reusable configuration, in which only two of its three boosters are recovered.",Light Vehicles,Truck
PROJ0x1ff1,JNQA,"June,1963",?,?,,?,5175.0,3.716005222230936,,730.35,"Dongfeng Motor and PSA Group have a 50-50% joint venture called Dongfeng Peugeot-Citroen . The standard ISO 26262, is considered as one of the best practice framework for achieving automotive functional safety.",Light Vehicles,Car
PROJ0x56e,LOJ,,large-cap,Public_sector,,James Kane,,?,1553.3263511540051,277.2,"FAW Group owns 49% of Haima Automobile. Although preliminary engineering of the design was done by TRW, the project never moved forward due to the closing of NASA's Future Projects Branch. The process evolved from engineers working on a stationary car, to a conveyor belt system where the car passed through multiple stations of more specialised engineers.",Heavy Vehicles,JCP
PROJ0xca9,,"June,2008",?,?,,Otto Esposito,,1.4719118726586082,36.7977968164652,-8410.336838811685," BMW owns a 50% stake, Brilliance owns a 40.87 persons.D.",Heavy Vehicles,Truck
PROJ0xae0,,,mid-cap,Private_sector,,?,,?,1121.6866646812823,-3124.041592021243,"3 million units manufactured in 2012, China almost doubled the U.9 million units.^a  These figures were before the merger of both Fiat Chrysler Automobiles	and Groupe PSA; the latter of which has merged into Stellantis as of January 2021.",Light Vehicles,Bike
PROJ0x89fa,,,?,,,?,6552.0,11.947819333863471,2986.9548334658675,309.2665673619001," production of 10.1% stake in Renault Samsung.1% in the Renault-Nissan Alliance, while Renault-Nissan Alliance holds a 3.",Light Vehicles,Bike
PROJ0xf02,,"February,1997",large-cap,Private_sector,,?,,27.21879825978838,,607.15," The first test flight occurred on 6 February 2018, in a configuration in which recovery of all three boosters was attempted, with  Elon Musk's Tesla Roadster of 1,250 kg (2,760 lb) sent to an orbit beyond Mars.Volvo Group and Eicher Motors has a 50-50% joint venture called VE Commercial Vehicles.",Light Vehicles,Truck
PROJ0x2515,,,large-cap,Private_sector,,?,,?,3303.5362247384446,492.65,"Chery has a joint venture with Jaguar Land Rover called Chery Jaguar Land Rover, both companies hold a 50-50% stake.The Shuttle-Derived Heavy Lift Launch Vehicle (""HLV"") was an alternate super heavy-lift launch vehicle proposal for the NASA Constellation program, proposed in 2009.Volkswagen Group holds a 99.",Heavy Vehicles,Truck
PROJ0x19a2,AVG,,?,?,,?,,5.523650227574086,,-83.64721458330949,"3 million units, while Japan was in third place with 9.PSA and Toyota have a 50-50% joint venture called Toyota Peugeot Citroen Automobile Czech .",Heavy Vehicles,JCP
PROJ0x5d19,,,large-cap,?,,?,6819.0,16.14689807845723,,2708.9209486676,General Motors holds a 20% stake in Industries Mécaniques Maghrébines.Geely Automobile holds a 49.,Light Vehicles,Truck
PROJ0x8657,,,?,?,,?,,1.5319678710843934,40900.97456979741,536.85,"Blue Origin has plans for a project following their New Glenn rocket, termed New Armstrong, which some media sources have speculated will be a larger launch vehicle.During project Aelita (1969-1972), the Soviets were developing a way to beat the Americans to Mars.",Heavy Vehicles,Truck
PROJ0x5e3,,,?,?,,?,11574.0,26.68144608057966,667.0361520144912,4212.664192866927," The final launch of Saturn V placed Skylab, a 77,111 kg (170,001 lb) payload, into LEO. The first test flight occurred on 6 February 2018, in a configuration in which recovery of all three boosters was attempted, with  Elon Musk's Tesla Roadster of 1,250 kg (2,760 lb) sent to an orbit beyond Mars. The Soviet UR-700 rocket design concept competed against the N1, but was never developed.",Light Vehicles,Truck
PROJ0x13a9,,,?,?,,Lucy Jenkins,1563.0,3.3429547997454114,,5416.604661900468,FAW Group owns 49% of Haima Automobile.Volvo Group and Eicher Motors has a 50-50% joint venture called VE Commercial Vehicles.,Heavy Vehicles,JCP
PROJ0x2eb7,,,small-cap,?,,Ronald Quagliano,3426.0,16.72235016055128,-33822.325858782795,,1% stake in Renault Samsung.S.Early car manufaturing involved manual assembly by a human worker.,Light Vehicles,Truck
PROJ0x2be6,,,?,?,Japan,?,,12.658895103226154,2531.779020645231,224.15,Daimler holds an 89.76%.,Light Vehicles,Truck
PROJ0x9393,,"January,2004",large-cap,Public_sector,,?,,,11763.722040884062,258.65,"These were the 15 largest manufacturers by production volume in 2017, according to OICA. Qualifying light commercial vehicles include pickup trucks, vans and three-wheelers – all commercially based goods or passenger carrier vehicles.",Light Vehicles,Bike
PROJ0x2091,,,?,?,,Mark Sorge,9252.0,-999.0,,, High-level languages are translated into machine language using a compiler or an interpreter or a combination of the two.S.,Light Vehicles,AI
PROJ0x8269,JSV,,?,Private_sector,,?,,13.660232591313369,,51.1," At that time, the U.Nissan owns 34% of Mitsubishi Motors since October 2016, thus having the right to nominate the chairman of Mitsubishi Motors' board and a third of its directors.Toyota holds a 50.",Heavy Vehicles,Truck
PROJ0x4148,,,large-cap,Public_sector,,Henry Robinson,,13.37332179192615,,269.4,"Toyota holds a 16. The first flight is scheduled for 2028, with Moon landings starting in 2030.Numerous super-heavy lift vehicles have been proposed and received various levels of development prior to their cancellation.",Light Vehicles,Truck
PROJ0x71bf,,"July,1983",small-cap,?,,Curt Crow,,2.914034524822486,,52.6,"In a business context, the Information Technology Association of America has defined information technology as ""the study, design, development, application, implementation, support or management of computer-based information systems"".A person who creates software is called a programmer, software engineer or software developer, terms that all have a similar meaning..",Light Vehicles,AI
PROJ0x90a,WJG,"January,1999",?,,,Harry Shaw,27281.0,-999.0,,70.7," To address that issue, the field of data mining – ""the process of discovering interesting patterns and knowledge from large amounts of data"" – emerged in the late 1980s. All databases are common in one point that the structure of the data they contain is defined and stored separately from the data itself, in a database schema.",Light Vehicles,AI
PROJ0x384f,,,?,?,,Paul Maldonado,47304.0,6.944110950372134,,209.8,0% stake in KAMAZ.S.,Light Vehicles,Bike
PROJ0x2c04,,,,,,?,,6.254423293919294,,-703.8141376587631, These ownerships can be explored under the detail for the individual companies.Renault holds a 25% stake in AvtoVAZRenault holds an 80.Isuzu owns 10% of Industries Mécaniques Maghrébines.,Light Vehicles,Car
PROJ0x7edd,RHDJ,"October,1987",large-cap,Private_sector,,?,65218.0,12.620546085377491,,1435.708551454092,"FCA holds 37.1% in the Renault-Nissan Alliance, while Renault-Nissan Alliance holds a 3. Usually, a car dealer will have a franchise for the sale of a manufacturer's cars and the LCVs will be sold as an addition.",Light Vehicles,Bike
PROJ0x7bdb,,,?,?,,?,,-999.0,,215.4," The standard ISO 26262, is considered as one of the best practice framework for achieving automotive functional safety.Beijing Automotive Group also has a joint venture with Hyundai called Beijing Hyundai, both companies hold a 50-50% stake.",Light Vehicles,Truck
PROJ0x98b2,,"June,1979",large-cap,Public_sector,,?,,34.92416490252272,,955.4224494772307,D.Toyota holds a 50.Isuzu and General Motors has a 50-50% joint venture called Isuzu Truck South Africa .,Light Vehicles,Truck
PROJ0x1b18,,,small-cap,,,?,,?,598.3722224681445,420.65,"Yenisei, a super heavy-lift launch vehicle using existing components instead of pushing the less-powerful Angara A5V project, was proposed by Russia's RSC Energia in August 2016.The U.",Light Vehicles,Truck
PROJ0x814a,,,?,Public_sector,Somalia,?,17519.0,-999.0,167.40893270101367,70.55,"The development of transistors in the late 1940s at Bell Laboratories allowed a new generation of computers to be designed with greatly reduced power consumption. The earliest known publication of the term ""software"" in an engineering context was in August 1953 by Richard R. (1994), Information Technology and the Corporation of the 1990s, Oxford University PressGitta, Cosmas and South, David (2011).",Light Vehicles,AI
PROJ0x5d46,KYCN,,large-cap,Public_sector,,?,3620.0,15.541571790661584,,4102.411051799627," It would have had two super heavy variants: one able to lift 50-60 tons, and another able to lift 130-150 tons.Dongfeng Motor has a joint venture with AB Volvo called Dongfeng Nissan-Diesel .Tata Motors and Marcopolo have a joint venture called Tata Marcopolo, where Tata owns 51% and Marcopolo owns 49%.",Heavy Vehicles,Truck
PROJ0x632f,,"August,2011",large-cap,?,Tokelau,?,4652.0,17.150393603926386,5145.118081177916,481.7,"0% stake in KAMAZ. Although preliminary engineering of the design was done by TRW, the project never moved forward due to the closing of NASA's Future Projects Branch. After 1945, the U.",Light Vehicles,Truck
PROJ0x4435,,"March,1982",?,Public_sector,Venezuela,?,,2.1592263183130638,647.767895493919,69.75,"NET, or even JavaScript that runs on the server.Microcode is a special, relatively obscure type of embedded software which tells the processor itself how to execute machine code, so it is actually a lower level than machine code.",Light Vehicles,AI
PROJ0xfb6,,"April,1963",mid-cap,Public_sector,Aruba,?,,7.006078275210241,,409.6,^a  These figures were before the merger of both Fiat Chrysler Automobiles	and Groupe PSA; the latter of which has merged into Stellantis as of January 2021. In 2017 the 12 m design was succeeded at SpaceX by a 9 m (30 ft) diameter concept Big Falcon Rocket which was renamed as SpaceX Starship.23% stake and a 19.,Heavy Vehicles,Truck
PROJ0x2d70,,,large-cap,Public_sector,,Heath Torres,,19.739400231296038,2960.910034694406,240.75,"Emerging automobile markets already buy more cars than established markets. As of September 2020 the latter configuration is planned to fly in early 2021, but with a much smaller payload being launched to geostationary orbit.",Light Vehicles,Truck
PROJ0xa86,,"May,1956",small-cap,Public_sector,,?,258.0,?,13141.074643723365,382.55,"Dongfeng Motor and PSA Group have a 50-50% joint venture called Dongfeng Peugeot-Citroen . FMG, China Motor, and Mitsubishi Motors has a joint venture called Soueast, FMG holds a 50% stake, and both China Motor and Mitsubishi Motors holds an equal 25% stake.",Heavy Vehicles,Truck
PROJ0x7437,YJUD,,small-cap,Private_sector,,Carl Jones,,3.738963109514553,560.8444664271829,-1292.7019697389414," This article focuses on the most recent period (electronic). Without these APIs, the programmer needs to write these functionalities entirely themselves.Computer software has to be ""loaded"" into the computer's storage (such as the hard drive or memory).",Light Vehicles,AI
PROJ0x7f57,,"October,1974",?,,,?,17712.0,2.287239747577311,457.44794951546237,572.65," As of 2020, it is slated to be the primary launch vehicle for NASA's deep space exploration plans, including the planned crewed lunar flights of the Artemis program and a possible follow-on human mission to Mars in the 2030s.Paccar has a 19% stake in Tatra.FAW Group has a 50-50 joint venture with Toyota called Sichuan FAW Toyota Motor and both companies also have another joint venture called Ranz .",Light Vehicles,Truck
PROJ0x4495,,,large-cap,Public_sector,,Luke Brown,,31.483262097489682,-7660.202772048855,651.6,,Light Vehicles,Bike
PROJ0x8cd7,CGB,"November,2004",?,Public_sector,,?,,?,72.07157292083821,," improve or fix), or otherwise support software.Many companies now have IT departments for managing the computers, networks, and other technical areas of their businesses. data-at-rest"".",Light Vehicles,AI
PROJ0x6200,,,?,Private_sector,,Holly Nickel,,?,1518.306881747072,2470.87630762585,"73% stake in Scania (68. From 1970 (140 models) over 1998 (260 models) to 2012 (684 models), the number of automobile models in the U.Renault and Nissan Motors have an alliance (Renault-Nissan Alliance) involving two global companies linked by cross-shareholding, with Renault holding 43.",Heavy Vehicles,JCP
PROJ0x990b,,,?,?,,Jonathan Stribling,2456.0,10.259225641717373,-5912.2066606144845,939.2,5% stake.Geely Holding Group holds a 9.,Heavy Vehicles,Truck
PROJ0x70dd,SKL,"July,1990",?,Public_sector,Dominican Republic,?,,8.726410964521866,,318.8," Media related to Automotive industry at Wikimedia CommonsAlliance of Automobile Manufacturers Archived 12 September 2020 at the Wayback MachineA super heavy-lift launch vehicle (SHLLV) is a launch vehicle capable of lifting more than 50 tonnes (110,000 lb) (by NASA classification) or 100 tonnes (220,000 lb) (by Soviet/Russian classification) of payload into low Earth orbit (LEO).Ford and Koç Holding have a 50-50 joint venture called Ford Otosan .",Heavy Vehicles,Truck
PROJ0x5703,FNZ,"March,1982",large-cap,?,,?,10977.0,11.759979051639561,1763.9968577459342,575.5," The final launch of Saturn V placed Skylab, a 77,111 kg (170,001 lb) payload, into LEO. The Detroit branch of Boston Consulting Group predicted that, by 2014, one-third of world demand would be in the four BRIC markets (Brazil, Russia, India and China).69% stake in Daimler AG.",Heavy Vehicles,JCP
PROJ0x1be2,,"August,1960",?,Private_sector,French Guiana,?,,-999.0,-35433.604642366045,809.4,"General Motors holds a 20% stake in Industries Mécaniques Maghrébines. As of September 2020 the latter configuration is planned to fly in early 2021, but with a much smaller payload being launched to geostationary orbit.",Heavy Vehicles,JCP
PROJ0x30f6,UQH,"February,2008",mid-cap,?,,?,,3.892229133035722,-8092.169222968202,66.05," The first electronic computing devices were instead rewired in order to ""reprogram"" them. ISBN 9780735211759. IDEs may do this by either invoking the relevant individual tools or by re-implementing their functionality in a new way.",Light Vehicles,AI
PROJ0x1a40,,,mid-cap,Public_sector,,?,23255.0,8.385289347818395,1257.793402172759,464.15,"S. In 1929, before the Great Depression, the world had 32,028,500 automobiles in use, and the U.Tata Motors holds a 100% stake in Jaguar Land Rover.",Heavy Vehicles,Truck
PROJ0x3996,,,?,?,,?,,-999.0,,-2276.99064359545, It is designed to be a long-duration cargo and passenger-carrying spacecraft.ZAP holds a 51% stake in Zhejiang Jonway.,Heavy Vehicles,JCP
PROJ0x490,,,mid-cap,Public_sector,,Judy Repp,14948.0,-999.0,,549.4,"3 million units manufactured in 2012, China almost doubled the U.2% stake in Toyota.",Light Vehicles,Car
PROJ0x59c3,,,?,Public_sector,,Christine Owen,,?,,1589.064283545763,"S. in production and held this rank until 2009, when China took the top spot with 13.Daimler AG and Geely Holding Group have a joint venture called smart Automobile, both companies hold a 50-50% stake.",Heavy Vehicles,JCP
PROJ0x4431,,,large-cap,Public_sector,Bermuda,?,22599.0,7.372597444998523,,665.6,"1% stake in Hino.94% stake in Suzuki, while Suzuki holds 0.Yenisei, a super heavy-lift launch vehicle using existing components instead of pushing the less-powerful Angara A5V project, was proposed by Russia's RSC Energia in August 2016.",Light Vehicles,Truck
PROJ0x2898,MOFG,,large-cap,Private_sector,,?,4667.0,29.78432564946842,2978.432564946842,-2294.4338526755787,"S.Daimler holds an 85% stake in Master Motors.6% voting rights), a 53.",Light Vehicles,Bike
PROJ0x549,,,large-cap,?,,?,25220.0,34.66915958067002,,430.75,"1% in the Renault-Nissan Alliance, while Renault-Nissan Alliance holds a 3.Renault holds a 25% stake in AvtoVAZRenault holds an 80.Daimler AG and Geely Holding Group have a joint venture called smart Automobile, both companies hold a 50-50% stake.",Heavy Vehicles,Truck
PROJ0x3765,,"July,1972",?,?,,?,,10.596766612973852,15488.882840654738,6.847656068231344,"S.Changan Automobile has a joint venture with Groupe PSA (Changan PSA ), both hold a 50-50% stake.Fujian Motors Group holds a 15% stake in King Long.",Light Vehicles,Bike
PROJ0x73d1,,,?,?,,Travis Blanding,,3.1854939557089628,477.8240933563445,5733.141195115301,"								The field of information ethics was established by mathematician Norbert Wiener in the 1940s.The term is commonly used as a synonym for computers and computer networks, but it also encompasses other information distribution technologies such as television and telephones.",Light Vehicles,AI
PROJ0x80a8,,,mid-cap,Private_sector,,?,,3.4029626663750747,,110.7," On the first flight, launching the Polyus weapons platform (approximately 80 t (180,000 lb)), the vehicle failed to enter orbit due to a software error on the kick-stage.Isuzu, Sollers JSC, and Imperial Sojitz have a joint venture called Sollers-Isuzu, Sollers JSC owns 66%, Isuzu owns 29%, and Imperial Sojitz owns 5%.",Heavy Vehicles,JCP
PROJ0x627b,,,?,Private_sector,,Richard Nixon,,?,,-4828.334895020643,S. has grown exponentially.,Heavy Vehicles,JCP
PROJ0x9852,,"September,2013",mid-cap,?,,?,10094.0,3.716539288634863,743.3078577269725,694.8,"The U. In 2006, Japan narrowly passed the U.PSA and CK Birla Group (AVTEC) have a 50-50% joint venture called PSA AVTEC Powertrain Pvt.",Heavy Vehicles,Truck
PROJ0x9bd1,TGF,,?,?,,Michelle Lopez,55198.0,?,193.4257266875452,-7514.336330207326," Information Technology – A Luddite Analysis. An IDE can make it easier to do specific tasks, such as searching in files in a particular project.",Light Vehicles,AI
PROJ0x4f4d,,,large-cap,,,?,26347.0,13.8823358188407,4164.7007456522115,-3890.848204433877,"S.Tata Motors also formed a joint venture in India with Fiat and gained access to Fiat's diesel engine technology. As of 2020, it is slated to be the primary launch vehicle for NASA's deep space exploration plans, including the planned crewed lunar flights of the Artemis program and a possible follow-on human mission to Mars in the 2030s.",Heavy Vehicles,Truck
